Episode,Game,Coins,Score,World,Level,Time
96,17,0,200,1,1,0
96,18,0,200,1,1,0
96,19,0,100,1,1,394
96,20,0,200,1,1,0
97,1,0,200,1,1,0
97,2,0,200,1,1,392
97,3,0,300,1,1,0
97,4,0,200,1,1,391
97,5,1,400,1,1,394
97,6,1,300,1,1,0
97,7,0,300,1,1,0
97,8,0,400,1,1,0
97,9,0,0,1,1,292
97,10,0,200,1,1,0
97,11,0,300,1,1,305
97,12,2,600,1,1,0
97,13,0,300,1,1,0
97,14,0,500,1,1,0
97,15,0,300,1,1,0
97,16,1,500,1,1,0
97,17,1,300,1,1,0
97,18,1,600,1,1,0
97,19,0,100,1,1,0
97,20,1,400,1,1,0
98,1,1,300,1,1,0
98,2,0,200,1,1,392
98,3,1,600,1,1,0
98,4,0,100,1,1,0
98,5,0,300,1,1,0
98,6,1,300,1,1,393
98,7,0,0,1,1,393
98,8,0,200,1,1,394
98,9,0,200,1,1,393
98,10,2,600,1,1,0
98,11,0,300,1,1,0
98,12,0,200,1,1,394
98,13,0,200,1,1,0
98,14,1,300,1,1,0
98,15,0,200,1,1,0
98,16,0,300,1,1,0
98,17,0,300,1,1,0
98,18,1,400,1,1,0
98,19,0,100,1,1,0
98,20,0,300,1,1,294
99,1,0,0,1,1,393
99,2,0,0,1,1,136
99,3,0,200,1,1,0
99,4,1,700,1,1,0
99,5,0,200,1,1,0
99,6,0,100,1,1,0
99,7,0,0,1,1,392
99,8,1,300,1,1,0
99,9,1,200,1,1,6
99,10,0,0,1,1,0
99,11,1,500,1,1,0
99,12,0,200,1,1,0
99,13,1,200,1,1,0
99,14,0,400,1,1,0
99,15,1,200,1,1,393
99,16,2,600,1,1,0
99,17,1,300,1,1,393
99,18,0,0,1,1,392
99,19,0,0,1,1,0
99,20,0,100,1,1,393
100,1,0,200,1,1,0
100,2,0,100,1,1,0
100,3,0,200,1,1,393
100,4,0,400,1,1,0
100,5,0,200,1,1,389
100,6,0,400,1,1,0
100,7,0,200,1,1,0
100,8,0,200,1,1,0
100,9,0,0,1,1,0
100,10,0,1300,1,1,0
100,11,0,100,1,1,0
100,12,0,0,1,1,353
100,13,0,300,1,1,299
100,14,1,400,1,1,0
100,15,1,400,1,1,391
100,16,1,500,1,1,0
100,17,1,500,1,1,0
100,18,0,300,1,1,0
100,19,0,0,1,1,392
100,20,0,100,1,1,0
